folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,longitude,latitude,feepaid_missing,feepaid_clean,business_group
26,4842119,26-119536,00,Coast Foundation Society (1974),Coastal Mental Health - Coast Eagle,Issued,2025-12-22T10:05:13-08:00,2026-12-31,Health Care Facility,,,,6988,MCKINNON ST,Vancouver,BC,CA,V5S 3G5,Killarney,6.0,658.0,2026-07-22T00:08:56-07:00,,,-123.038685613695,49.2203185687795,0,658.0,Health Care Facility
24,4484624,24-102068,10,PRH Holdings Ltd,,Issued,2023-11-20T14:02:50-08:00,2024-12-31,Long-term Rental,,,,1056,W 13TH AV,Vancouver,BC,CA,V6H 1N2,Fairview,0.0,,2026-07-01T02:32:14-07:00,,,-123.128068303461,49.2593908316368,1,882.0,Long-term Rental
26,4863170,26-140586,00,Royal Bank of Canada,,Issued,2025-11-18T13:57:56-08:00,2026-12-31,Business Support Services,,720,Unit,1055,W GEORGIA ST,Vancouver,BC,CA,V6E 3S5,Downtown,513.0,277.0,2026-07-22T00:08:57-07:00,,,-123.121463646921,49.2852447964792,0,277.0,Business Support Services
24,4530385,24-149931,10,B W S S Battered Women's Support Services Association,My Sister's Closet,Issued,2024-01-04T12:06:21-08:00,2024-12-31,Retail Dealer - Used Goods,Class 5 (Retail),,,1830,COMMERCIAL DRIVE,Vancouver,BC,CA,V5N 4A5,Grandview-Woodland,4.0,,2026-07-01T02:32:18-07:00,,,-123.06928449205,49.2681809029692,1,405.0,Other
25,4625569,25-117848,00,Halco Software Systems Ltd,,Issued,2024-12-17T12:45:35-08:00,2025-12-31,Information Communication Technology,,505,Unit,601,W Broadway,Vancouver,BC,CA,V5Z 4C2,Fairview,9.0,265.0,2026-07-01T02:32:20-07:00,,,-123.118825327017,49.2639375042278,0,265.0,Information Communication Technology
24,4483951,24-101375,10,Browningham House Ltd,Browningham House,Issued,2023-12-12T21:30:49-08:00,2024-12-31,Long-term Rental,,,,66,E 15TH AV,Vancouver,BC,CA,V5T 2P4,Mount Pleasant,0.0,,2026-07-01T02:32:14-07:00,,,-123.103984234397,49.257276333348,1,882.0,Long-term Rental
24,4482930,24-100343,10,Auto One Group Limited,,Issued,2023-11-22T14:17:40-08:00,2024-12-31,Retail Dealer,,,,8555,CAMBIE ST,Vancouver,BC,CA,V6P 3J9,Marpole,6.0,,2026-07-01T02:32:13-07:00,,,-123.11778711757,49.2075345351254,1,277.0,Retail Dealer
25,4653324,25-145601,00,KIRI PROPERTIES (CANADA) LTD.,,Issued,2024-12-20T14:25:01-08:00,2025-12-31,Real Estate Services,,102,Unit,2415,COLUMBIA ST,Vancouver,BC,,V5Y 3E7,Mount Pleasant,3.0,265.0,2026-07-01T02:32:22-07:00,,,-123.109688469675,49.2635886113099,0,265.0,Real Estate Services
25,4652062,25-144339,00,(Michelle McKinnon),Cassels Brock & Blackwell LLP,Issued,2024-12-06T10:41:30-08:00,2025-12-31,Legal Services,,2200,Unit,885,W GEORGIA ST,Vancouver,BC,CA,V6C 3E8,Downtown,1.0,265.0,2026-07-01T02:32:22-07:00,,,-123.119650025722,49.2836841369494,0,265.0,Legal Services
25,4654725,25-147002,00,1485116 B.C. LTD.,No. 1 Vape,Issued,2024-12-22T20:48:03-08:00,2025-12-31,Retail Dealer - Food,,,,1576,KINGSWAY,Vancouver,BC,,V5N 2R9,Kensington-Cedar Cottage,2.0,360.0,2026-07-01T02:32:22-07:00,,,-123.071823759952,49.2479532552457,0,360.0,Retail Dealer - Food
24,4514826,24-133969,10,(Iain Mant),Fasken Martineau DuMoulin LLP,Issued,2023-12-21T08:51:16-08:00,2024-12-31,Legal Services,,2900,Unit,550,BURRARD ST,Vancouver,BC,CA,V6C 0A3,Downtown,1.0,,2026-07-01T02:32:16-07:00,,,-123.118286911277,49.2857182786615,1,277.0,Legal Services
26,4844813,26-122230,00,1464998 BC LTD.,Mr. Falafel,Issued,2025-12-26T12:48:38-08:00,2026-12-31,Limited Service Food Establishment,Without Liquor,,,3685,W 10TH AV,Vancouver,BC,CA,V6R 2G2,Kitsilano,5.0,723.0,2026-07-22T00:08:56-07:00,,,-123.185425824697,49.2637290366541,0,723.0,Limited Service Food Establishment
25,4882388,25-300145,00,Earl's Restaurant (Yaletown) 2012 Ltd,Earls Yaletown,Issued,,,Liquor License Application,Food Primary,,,1095,MAINLAND ST,Vancouver,BC,CA,V6B 5P9,Downtown,130.0,2710.0,2026-07-01T02:32:24-07:00,,,-123.120664258216,49.2758860591265,0,2710.0,Other
25,4654432,25-146709,00,Ama Dough Enterprises Ltd,,Issued,2024-11-27T16:07:55-08:00,2025-12-31,Retail Dealer - Food,,,,2538,KINGSWAY,Vancouver,BC,CA,V5R 5H2,Renfrew-Collingwood,8.0,360.0,2026-07-01T02:32:22-07:00,,,-123.053583036333,49.2394440375961,0,360.0,Retail Dealer - Food
24,4530096,24-149614,10,TTS Teachers' Tutoring Service Society,,Issued,2023-11-27T15:32:37-08:00,2024-12-31,Business Support Services,,,,3325,W 4TH AV,Vancouver,BC,CA,V6R 1N6,Kitsilano,5.0,,2026-07-01T02:32:18-07:00,,,-123.178432832919,49.2687731263762,1,277.0,Business Support Services
26,4875884,26-153300,00,Rove Concepts Ltd,,Issued,2025-11-14T12:00:22-08:00,2026-12-31,Retail Dealer,,,,480,GRANVILLE ST,Vancouver,BC,CA,V6C 1V4,Downtown,5.0,277.0,2026-07-22T00:08:58-07:00,,,-123.114183298753,49.2845874945126,0,277.0,Retail Dealer
26,4908070,26-150723,01,Commercial Electronics Ltd,,Issued,2026-02-25T16:07:30-08:00,2026-12-31,General Repair and Maintenance,,,,4330,W 10TH AV,Vancouver,BC,CA,V6R 2H7,West Point Grey,2.0,310.0,2026-07-22T00:08:58-07:00,,,-123.203800977197,49.2634471825679,0,310.0,Other
24,4528993,24-148611,10,Bae & Cho Holdings Ltd,Masa Japanese Restaurant,Issued,2023-12-21T08:49:40-08:00,2024-12-31,Restaurant,Class 1 with liquor service,,,1414,W BROADWAY,Vancouver,BC,CA,V6H 1H4,Fairview,15.0,,2026-07-01T02:32:18-07:00,,,-123.136453991444,49.2632578263335,1,1384.0,Restaurant
24,4511919,24-156185,10,(Jessica Chung),Radiant Wellness,Issued,2023-11-29T13:24:51-08:00,2024-12-31,Health Care Professionals and Services,,,,672,LEG-IN-BOOT SQUARE,Vancouver,BC,,V5Z 4B4,Fairview,1.0,,2026-07-01T02:32:16-07:00,,,-123.119268696589,49.2671051581045,1,277.0,Health Care Professionals and Services
26,4836279,26-113696,00,(Peter Lutsky),,Issued,2026-07-17T19:55:42-07:00,2026-12-31,Health Care Professionals and Services,,406,Unit,1750,E 10TH AV,Vancouver,BC,CA,V5N 5K4,Kensington-Cedar Cottage,1.0,634.0,2026-07-22T00:08:55-07:00,,,-123.068419612493,49.2610914892644,0,634.0,Health Care Professionals and Services
25,4705090,25-182053,00,DARICK CONSTRUCTION INC.,,Issued,2025-01-28T11:22:28-08:00,2025-12-31,General Contractor,,800,Unit,333,SEYMOUR ST,Vancouver,BC,,V6B 5A6,Downtown,1.0,434.0,2026-07-01T02:32:23-07:00,,,-123.112460294123,49.2853233162751,0,434.0,General Contractor
26,4903846,26-168267,00,(Brian Wu),BRIAN WU REGISTERED MASSAGE THERAPY,Issued,2025-12-17T18:06:28-08:00,2026-12-31,Health Care Professionals and Services,,200,Unit,1037,W BROADWAY,Vancouver,BC,,V6H 1E3,Fairview,3.0,277.0,2026-07-22T00:08:58-07:00,,,-123.127496026197,49.2637069526358,0,277.0,Health Care Professionals and Services
25,4644261,25-136538,00,SHADOW INVESTIGATIONS LTD.,,Issued,2024-12-16T20:02:58-08:00,2025-12-31,Security Services,,720,Unit,999,W BROADWAY,Vancouver,BC,,V5Z 1K5,Fairview,0.0,265.0,2026-07-01T02:32:21-07:00,,,-123.126104236733,49.2638663729166,0,265.0,Other
24,4517429,24-136846,10,NRT Development Ltd,,Issued,2023-12-01T14:09:05-08:00,2024-12-31,General Contractor,,400,Unit,1450,CREEKSIDE DRIVE,Vancouver,BC,CA,V6J 5B3,Fairview,1.0,,2026-07-01T02:32:16-07:00,,,-123.139846423532,49.2714555950335,1,376.0,General Contractor
26,4823160,26-100579,00,Womyn's Ware Inc,,Issued,2025-11-13T17:37:08-08:00,2026-12-31,Retail Dealer,,,,896,COMMERCIAL DIV NORTH,Vancouver,BC,CA,V5L 3Y5,Grandview-Woodland,5.0,277.0,2026-07-22T00:08:55-07:00,,,-123.069192489003,49.2769077143072,0,277.0,Retail Dealer
25,4627402,25-119681,00,1114964 BC Ltd,Mr Steak,Issued,2025-04-01T11:44:43-07:00,2025-12-31,Limited Service Food Establishment,Without Liquor,230,Unit,1055,W GEORGIA ST,Vancouver,BC,CA,V6E 0B6,Downtown,4.0,761.0,2026-07-01T02:32:20-07:00,,,-123.121463646921,49.2852447964792,0,761.0,Limited Service Food Establishment
25,4769487,25-245152,00,DR. CAROLINE JIANG INC.,Fairmont Dentistry,Issued,2025-06-30T08:36:26-07:00,2025-12-31,Health Care Professionals and Services,,1008,Unit,750,W BROADWAY,Vancouver,BC,,V5Z 1H2,Fairview,6.0,229.0,2026-07-01T02:32:23-07:00,,,-123.121054317485,49.2630145309513,0,229.0,Health Care Professionals and Services
26,4845229,26-122645,00,Hollyburn Properties Limited,Shannon Tower,Issued,2025-12-16T15:29:22-08:00,2026-12-31,Long-term Rental,,,,5976,Tisdall St,Vancouver,BC,CA,V5Z 3N2,Oakridge,0.0,5420.0,2026-07-22T00:08:56-07:00,,,-123.121312783194,49.2313340768732,0,5420.0,Long-term Rental
25,4637286,25-129565,00,Hanna Hadikin & Marlene Holt,,Issued,2025-03-28T14:34:10-07:00,2025-12-31,Long-term Rental,,,,1836,Parker St,Vancouver,BC,CA,V5L2K9,Grandview-Woodland,0.0,437.0,2026-07-01T02:32:20-07:00,,,-123.066699159338,49.275467180346,0,437.0,Long-term Rental
26,4867287,26-144703,00,(Sungsoo Han),Han & Company CPA,Issued,2025-12-29T22:54:05-08:00,2026-12-31,Financial Services,,244,Unit,515,W PENDER ST,Vancouver,BC,CA,V6B 6H5,Downtown,2.0,277.0,2026-07-22T00:08:57-07:00,,,-123.113123090414,49.2838690672845,0,277.0,Financial Services
26,4875236,26-152652,00,FYi Eye Care Services and Products Inc,FYidoctors,Issued,2026-02-19T16:38:21-08:00,2026-12-31,Retail Dealer,,110,Unit,1333,W BROADWAY,Vancouver,BC,CA,V6H 4C1,Fairview,22.0,277.0,2026-07-22T00:08:58-07:00,,,-123.134389270803,49.2639952807041,0,277.0,Retail Dealer
26,4867203,26-144619,00,The Eminent Choice Financial Group Inc,,Issued,2026-01-19T09:48:53-08:00,2026-12-31,Financial Services,,1701,Unit,610,GRANVILLE ST,Vancouver,BC,CA,V6C 3T3,Downtown,3.0,324.0,2026-07-22T00:08:57-07:00,,,-123.116533481387,49.2832147694177,0,324.0,Financial Services
25,4638330,25-130609,00,Ai Leung & King Leung,,Issued,2024-12-16T11:32:26-08:00,2025-12-31,Long-term Rental,,2nd,Floor,533,E BROADWAY,Vancouver,BC,CA,V5T 1X4,Mount Pleasant,0.0,94.0,2026-07-01T02:32:21-07:00,,,-123.092107581475,49.2627920298537,0,94.0,Long-term Rental
26,4864660,26-142076,00,G Sodhi & Associates Inc,,Issued,2025-11-14T13:00:29-08:00,2026-12-31,Consulting and Management Services,,105,Unit,3321,Kingsway,Vancouver,BC,CA,V5R 5K6,Renfrew-Collingwood,2.0,277.0,2026-07-22T00:08:57-07:00,,,-123.034875489449,49.2340009712445,0,277.0,Consulting and Management Services
25,4794366,25-269545,00,(Wen Gu),,Issued,2025-09-04T09:14:45-07:00,2025-12-31,Health Care Professionals and Services,,,,3652,W BROADWAY,Vancouver,BC,,V6S 0J1,Kitsilano,1.0,162.0,2026-07-01T02:32:23-07:00,,,-123.184490318384,49.2640525807318,0,162.0,Health Care Professionals and Services
24,4687442,24-311546,00,(Tommy Ng),,Issued,2025-01-07T08:27:15-08:00,2024-12-31,Health Care Professionals and Services,,,,2917,HEBB AV,Vancouver,BC,,V5M 0C4,Renfrew-Collingwood,1.0,91.0,2026-07-01T02:32:23-07:00,,,-123.042424835637,49.2606031412959,0,91.0,Health Care Professionals and Services
26,4842324,26-119741,00,Suntrust Holding Ltd,Sands Motor Hotel,Issued,2025-11-27T21:44:27-08:00,2026-12-31,Hotel or Motel,,,,1755,DAVIE ST,Vancouver,BC,CA,V6G 1W5,West End,70.0,6758.0,2026-07-22T00:08:56-07:00,,,-123.140894298101,49.2870197940263,0,6758.0,Other
25,4660219,25-152494,00,PSCP Vancouver/Commercial Drive Inc,Public Storage,Issued,2025-03-11T09:50:15-07:00,2025-12-31,Warehouse Operator - Non-Food,,,,111,COMMERCIAL DRIVE,Vancouver,BC,CA,V5Z 3V4,Grandview-Woodland,4.0,310.0,2026-07-01T02:32:22-07:00,,,-123.071103955248,49.2833704264433,0,310.0,Other
26,4869739,26-147155,00,Williams J Shaw (Williams Shaw ),Lawson Lundell LLP,Issued,2025-12-24T13:13:24-08:00,2026-12-31,Legal Services,,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,Downtown,251.0,277.0,2026-07-22T00:08:57-07:00,,,-123.119779336932,49.2843274008411,0,277.0,Legal Services
24,4528391,24-147969,10,619924 BC Ltd,A & W Restaurant,Issued,2023-11-20T12:58:36-08:00,2024-12-31,Restaurant,Class 1 no liquor service,,,1715,E BROADWAY,Vancouver,BC,CA,V5N 1W2,Grandview-Woodland,19.0,,2026-07-01T02:32:17-07:00,,,-123.069116479595,49.2626233900861,1,1384.0,Restaurant
26,4879143,26-156558,00,Macdonald's Home Health Care Ltd,Macdonald's Home Health Care,Issued,2025-11-20T11:11:18-08:00,2026-12-31,Wholesale Dealer - Non-Food,,,,148,W 6TH AV,Vancouver,BC,CA,V5Y 1K6,Mount Pleasant,11.0,277.0,2026-07-22T00:08:58-07:00,,,-123.108367619438,49.265380820954,0,277.0,Wholesale Dealer - Non-Food
24,4526903,24-146796,10,Libuit & Muyco Enterprises Ltd,Fresh Food Marketplace,Issued,2024-01-30T16:21:01-08:00,2024-12-31,Retail Dealer - Food,,,,4221,FRASER ST,Vancouver,BC,CA,V5V 4G1,Riley Park,3.0,,2026-07-01T02:32:17-07:00,,,-123.09057870681,49.2473041285035,1,376.0,Retail Dealer - Food
24,4523696,24-143439,10,Onni Hastings Holdings Corp,,Issued,2024-02-27T13:54:46-08:00,2024-12-31,Long-term Rental,,,,409,CLARK DRIVE,Vancouver,BC,CA,V5L 3H5,Strathcona,0.0,,2026-07-01T02:32:17-07:00,,,-123.077773820244,49.2810021885273,1,882.0,Long-term Rental
25,4620839,25-113118,00,Natural Therapeutics Health Centre Inc,,Issued,2024-11-18T23:14:56-08:00,2025-12-31,Health Care Professionals and Services,,,,1775,NANAIMO ST,Vancouver,BC,CA,V5N 5C1,Grandview-Woodland,2.0,265.0,2026-07-01T02:32:19-07:00,,,-123.057013039336,49.2687639050305,0,265.0,Health Care Professionals and Services
25,4652389,25-144666,00,Polygon Interior Design Limited,,Issued,2024-12-17T14:33:22-08:00,2025-12-31,Real Estate Services,,900,Unit,1333,W Broadway,Vancouver,BC,CA,V6H 4C2,Fairview,0.0,265.0,2026-07-01T02:32:22-07:00,,,-123.134389270803,49.2639952807041,0,265.0,Real Estate Services
26,4868932,26-146348,00,Desmond Balakrishnan Law Corporation,McMillan LLP,Issued,2025-12-22T15:21:10-08:00,2026-12-31,Legal Services,,1500,Unit,1055,W GEORGIA ST,Vancouver,BC,CA,V6E 4N7,Downtown,0.0,277.0,2026-07-22T00:08:57-07:00,,,-123.121463646921,49.2852447964792,0,277.0,Legal Services
26,4868965,26-146381,00,David Dahlgren Law Corporation,,Issued,2026-02-04T09:40:28-08:00,2026-12-31,Legal Services,,1320,Unit,355,BURRARD ST,Vancouver,BC,CA,V6C 2G8,Downtown,1.0,634.0,2026-07-22T00:08:57-07:00,,,-123.11723844762,49.2875182283394,0,634.0,Legal Services
26,4866830,26-144246,00,Royal Bank Of Canada,Royal Bank,Issued,2026-01-14T15:25:14-08:00,2026-12-31,Financial Institution,,,,4095,Main St,Vancouver,BC,CA,V5V 3P3,Riley Park,13.0,2043.0,2026-07-22T00:08:57-07:00,,,-123.101464154355,49.2489576336231,0,2043.0,Other
26,4874941,26-152357,00,BC Lease-Lite Ltd,Luminaire Plastics Div of BC Lease-Lite Ltd,Issued,2026-02-23T09:35:03-08:00,2026-12-31,Retail Dealer,,310,Unit,3531,COMMERCIAL ST,Vancouver,BC,CA,V5N 4E8,Kensington-Cedar Cottage,2.0,277.0,2026-07-22T00:08:58-07:00,,,-123.068410757056,49.2531434126582,0,277.0,Retail Dealer
26,4867437,26-144853,00,Hemlock Investments Ltd,PricewaterhouseCoopers LLP,Issued,2025-11-20T12:23:00-08:00,2026-12-31,Financial Services,,1400,Unit,250,HOWE ST,Vancouver,BC,CA,V6C 2S7,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.113252488858,49.2866526135765,0,277.0,Financial Services
25,4622230,25-114509,00,Re: Function Health Group Inc,,Issued,2024-11-27T12:06:53-08:00,2025-12-31,Health Care Professionals and Services,,201,Unit,1001,W BROADWAY,Vancouver,BC,CA,V6H 4B1,Fairview,4.0,265.0,2026-07-01T02:32:19-07:00,,,-123.127285041796,49.2637053952125,0,265.0,Health Care Professionals and Services
25,4647577,25-139854,00,(Robert K Withers),Ernst & Young LP,Issued,2025-01-13T12:41:45-08:00,2025-12-31,Consulting and Management Services,,1900,Unit,1133,MELVILLE ST,Vancouver,BC,CA,V6E 4E5,Downtown,650.0,265.0,2026-07-01T02:32:21-07:00,,,-123.122747455888,49.2873254172494,0,265.0,Consulting and Management Services
26,4878180,26-155595,00,The Appraised Financial Group Ltd,,Issued,2025-11-17T10:44:00-08:00,2026-12-31,Brokerage Services,,600,Unit,777,HORNBY ST,Vancouver,BC,CA,V6Z 1S2,Downtown,2.0,277.0,2026-07-22T00:08:58-07:00,,,-123.121421490049,49.2832466257592,0,277.0,Other
26,4853857,26-131273,00,Concert Properties Ltd,,Issued,2025-12-05T09:45:15-08:00,2026-12-31,Long-term Rental,,,,3654,William St,Vancouver,BC,CA,V5K5E6,Hastings-Sunrise,0.0,392.0,2026-07-22T00:08:57-07:00,,,-123.02493194978,49.2736640600122,0,392.0,Long-term Rental
25,4623092,25-115371,00,(Nobuo Sakata),,Issued,2024-11-24T12:48:50-08:00,2025-12-31,Health Care Professionals and Services,,,,2880,BRADFIELD COURT,Vancouver,BC,CA,V5M 0E3,Renfrew-Collingwood,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.045088031365,49.2594799892871,0,265.0,Health Care Professionals and Services
26,4842397,26-119814,00,GUESTLIST AFTER HOURS AND EVENTS INC.,,Issued,2025-12-24T16:48:07-08:00,2026-12-31,Hall / Spectator Sports Venue,,Suite B105A,Unit,750,PACIFIC BOULEVARD,Vancouver,BC,,V6B 5E7,Downtown,9.0,277.0,2026-07-22T00:08:56-07:00,,,-123.110072089446,49.2751403014268,0,277.0,Other
24,4506774,24-126197,10,Strathcona Health Society,Strathcona Community Dental Clinic,Issued,2023-12-11T16:01:16-08:00,2024-12-31,Health Care Professionals and Services,,,,601,KEEFER ST,Vancouver,BC,CA,V6A 3V8,Strathcona,3.0,,2026-07-01T02:32:15-07:00,,,-123.091546214568,49.2797797907632,1,277.0,Health Care Professionals and Services
25,4617687,25-109966,00,JSH Holdings Inc.,Kakai Sushi,Issued,2024-12-10T14:29:51-08:00,2025-12-31,Restaurant,Class 1 with liquor service,101,Unit,1638,E BROADWAY,Vancouver,BC,CA,V5N 1W1,Kensington-Cedar Cottage,13.0,1424.0,2026-07-01T02:32:19-07:00,,,-123.070690025467,49.2620053668891,0,1424.0,Restaurant
25,4646920,25-139197,00,Method Environmental Services Ltd,Method Environmental Services Method,Issued,2024-11-18T14:21:53-08:00,2025-12-31,Consulting and Management Services,,104,Unit,1416,COMMERCIAL DRIVE,Vancouver,BC,CA,V5L 3X9,Grandview-Woodland,4.0,265.0,2026-07-01T02:32:21-07:00,,,-123.069187156768,49.2717979200815,0,265.0,Consulting and Management Services
24,4571556,24-259487,00,Guestlist Events,,Issued,2024-08-01T15:08:14-07:00,2024-08-05,Special Events,Late Night Dance - Less than 350 persons,B105A,Unit,750,PACIFIC BOULEVARD,Vancouver,BC,CA,V6B 5E7,Downtown,0.0,394.0,2026-07-01T02:32:18-07:00,,,-123.110072089446,49.2751403014268,0,394.0,Other
24,4549685,24-238111,00,Vancouver Sushi Inc,Namiya Sushi,Issued,2024-06-13T08:41:33-07:00,2024-12-31,Restaurant,Class 1 with liquor service,160,Unit,1333,W BROADWAY,Vancouver,BC,CA,V6H 4C1,Fairview,4.0,181.0,2026-07-01T02:32:18-07:00,,,-123.134389270803,49.2639952807041,0,181.0,Restaurant
26,4873785,26-151201,00,FPX Nickel Corp,,Issued,2025-11-19T14:26:53-08:00,2026-12-31,Mining Services,,320,Unit,1155,W PENDER ST,Vancouver,BC,CA,V6E 2P4,Downtown,11.0,277.0,2026-07-22T00:08:58-07:00,,,-123.121792814441,49.288244690183,0,277.0,Mining Services
25,4642889,25-135166,00,The Greater Vancouver Gateway Society,,Issued,2024-11-18T14:33:49-08:00,2025-12-31,Association or Society,,,,349,RAILWAY ST,Vancouver,BC,CA,V6A 1A4,Strathcona,1.0,2.0,2026-07-01T02:32:21-07:00,,,-123.096493182291,49.284879214836,0,2.0,Association or Society
26,4869471,26-146887,00,Jocelyn Bellerud Law Corporation,,Issued,2025-12-05T10:15:41-08:00,2026-12-31,Legal Services,,2900,Unit,733,SEYMOUR ST,Vancouver,BC,CA,V6B 0S6,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.117897724969,49.2818316993831,0,277.0,Legal Services
25,4888031,25-304409,00,SOCOMORE CANADA LTD.,SOCOMORE,Issued,2025-11-24T13:41:11-08:00,2025-12-31,Wholesale Dealer - Non-Food,,113,Unit,418,E KENT AV SOUTH,Vancouver,BC,,V5X 2X7,Sunset,5.0,66.0,2026-07-01T02:32:24-07:00,,,-123.098108746587,49.2064396412067,0,66.0,Wholesale Dealer - Non-Food
24,4521814,24-141314,10,Sanjeev Bodwal Physiotherapist Corporation,PhysioPro Physiotherapy and Orthopedic Sports Clinic,Issued,2023-12-11T12:20:38-08:00,2024-12-31,Health Care Professionals and Services,,,,216,E 50TH AV,Vancouver,BC,CA,V5X 1A5,Sunset,4.0,,2026-07-01T02:32:17-07:00,,,-123.101270101627,49.2245558285147,1,277.0,Health Care Professionals and Services
26,4836936,26-114353,00,Pamela Frances Patterson (Pamela Patterson),,Issued,2025-11-15T11:28:08-08:00,2026-12-31,Health Care Professionals and Services,,400,Unit,601,W BROADWAY,Vancouver,BC,CA,V5Z 4C2,Fairview,0.0,277.0,2026-07-22T00:08:56-07:00,,,-123.118596122757,49.2635657969344,0,277.0,Health Care Professionals and Services
24,4515805,24-135042,10,Performance Kitchen Canada Inc,,Issued,2023-11-24T09:31:08-08:00,2024-12-31,Business Support Services,,410,Unit,1580,W BROADWAY,Vancouver,BC,CA,V6J 5K8,Fairview,10.0,,2026-07-01T02:32:16-07:00,,,-123.140260520016,49.263299881263,1,277.0,Business Support Services
25,4737089,25-213307,00,Vancouver College Ltd,,Issued,2025-04-14T16:37:17-07:00,2025-05-10,Special Events,Show/Contest/Boxing or Other,,,5400,CARTIER ST,Vancouver,BC,CA,V6M 3A5,Shaughnessy,0.0,53.0,2026-07-01T02:32:23-07:00,,,-123.136171334448,49.2349594177098,0,53.0,Other
26,4871288,26-148704,00,OHM Realty Corp,,Issued,2025-11-19T09:19:49-08:00,2026-12-31,Real Estate Services,,,,4330,SLOCAN ST,Vancouver,BC,CA,V5R 1Z5,Renfrew-Collingwood,4.0,277.0,2026-07-22T00:08:58-07:00,,,-123.049194174356,49.2459472613666,0,277.0,Real Estate Services
25,4654029,25-146306,00,(Michael Lepore),East End Billiards,Issued,2024-12-11T09:41:18-08:00,2025-12-31,Retail Dealer - Food,,,,2305,E HASTINGS ST,Vancouver,BC,CA,V5L 1V6,Grandview-Woodland,1.0,360.0,2026-07-01T02:32:22-07:00,,,-123.057626524508,49.2814256388435,0,360.0,Retail Dealer - Food
25,4648880,25-141157,00,Royal Bank of Canada,RBC Royal Bank,Issued,2024-11-19T09:06:51-08:00,2025-12-31,Financial Institution,,,,583,W 41ST AV,Vancouver,BC,CA,V5Z 2M7,South Cambie,16.0,1955.0,2026-07-01T02:32:21-07:00,,,-123.11745333521,49.2339701668956,0,1955.0,Other
26,4864632,26-142048,00,E Lees & Associates Consulting Ltd,,Issued,2025-11-14T10:34:16-08:00,2026-12-31,Consulting and Management Services,,509,Unit,318,Homer St,Vancouver,BC,CA,V6B 2V2,Downtown,26.0,587.0,2026-07-22T00:08:57-07:00,,,-123.110029006403,49.2837321709141,0,587.0,Consulting and Management Services
25,4619150,25-111429,00,Wei-Wei (William) Wang & Shin (Grace) Yang,Muse Hair & Beauty Salon,Issued,2025-02-10T11:17:03-08:00,2025-12-31,Beauty Services,Beauty and Wellness Centre,,,3020,CAMBIE ST,Vancouver,BC,CA,V5Z 2V9,Mount Pleasant,10.0,405.0,2026-07-01T02:32:19-07:00,,,-123.114689411355,49.2583296439916,0,405.0,Beauty Services
26,4864470,26-141886,00,Kits Eyecare Ltd,,Issued,2026-01-13T14:48:28-08:00,2026-12-31,Business Support Services,,900,Unit,510,SEYMOUR ST,Vancouver,BC,CA,V6B 3J5,Downtown,40.0,277.0,2026-07-22T00:08:57-07:00,,,-123.113921723141,49.2836918603251,0,277.0,Business Support Services
